respondentid,seen_bool,fan_bool,seen_1,seen_2,seen_3,seen_4,seen_5,seen_6,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,ranking_6,expanded_universe_aware,expanded_universe_fan,star_trek_fan,gender,age,household_income,education,location
3290703210.0,True,False,True,True,False,True,True,True,2.0,4.0,6.0,3.0,5.0,1.0,False,,False,Male,30-44,"$25,000 - $49,999",Bachelor degree,Mountain
3290701442.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290700285.0,True,True,True,True,True,True,True,True,4.0,3.0,6.0,5.0,1.0,2.0,,,,,,,,
3290700214.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3290700030.0,True,True,True,False,False,True,True,True,4.0,5.0,3.0,2.0,6.0,1.0,False,,True,Male,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
3290699410.0,True,True,True,True,True,True,True,True,4.0,6.0,3.0,5.0,1.0,2.0,False,,False,Female,45-60,,Bachelor degree,Pacific
3290695784.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,False,,True,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3290695316.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290694269.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
3290693095.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290692020.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain
3290691758.0,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,True,False,False,Male,18-29,"$0 - $24,999",Graduate degree,West South Central
3290689343.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,45-60,"$50,000 - $99,999",High school degree,East North Central
3290687981.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,,,,,,,,
3290687830.0,True,True,True,True,True,True,True,True,1.0,2.0,,4.0,5.0,3.0,False,,True,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3290686887.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$150,000+",Bachelor degree,Pacific
3290686362.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$50,000 - $99,999",Bachelor degree,West North Central
3290685885.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290684868.0,True,False,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Male,30-44,"$50,000 - $99,999",Graduate degree,Mountain
3290684287.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,45-60,"$100,000 - $149,999",Graduate degree,East North Central
3290681574.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290678952.0,True,False,False,False,False,False,False,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,False,Male,30-44,"$100,000 - $149,999",Graduate degree,West South Central
3290678515.0,True,True,True,True,False,True,True,True,5.0,4.0,6.0,1.0,3.0,2.0,False,,True,Female,45-60,"$50,000 - $99,999",Graduate degree,East North Central
3290676695.0,True,True,False,False,False,False,True,False,4.0,5.0,3.0,6.0,1.0,2.0,True,False,False,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3290674534.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,,High school degree,Middle Atlantic
3290667297.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3290664543.0,True,False,True,False,False,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,False,,False,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
3290664463.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,True,False,True,Male,45-60,"$50,000 - $99,999",Bachelor degree,East South Central
3290664069.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290662118.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,True,True,False,Male,30-44,"$150,000+",Graduate degree,East North Central
3290661650.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,True,False,True,Male,18-29,"$150,000+",Bachelor degree,Middle Atlantic
3290661587.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290661135.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,2.0,1.0,3.0,True,False,False,Male,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
3290659818.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,True,True,True,Male,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
3290659314.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,True,Male,30-44,"$0 - $24,999",Graduate degree,South Atlantic
3290655784.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3290654597.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,False,,True,Male,45-60,,Graduate degree,East North Central
3290652558.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
3290651085.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290650590.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,False,,False,Female,18-29,,Bachelor degree,Middle Atlantic
3290644326.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290640323.0,True,False,False,False,False,True,True,True,6.0,4.0,5.0,3.0,1.0,2.0,False,,False,Male,30-44,"$0 - $24,999",Bachelor degree,Pacific
3290638529.0,True,False,True,True,True,True,True,True,6.0,3.0,4.0,1.0,2.0,5.0,False,,False,Male,45-60,"$25,000 - $49,999",Bachelor degree,East North Central
3290634681.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290631608.0,True,False,False,True,False,False,True,True,6.0,1.0,5.0,3.0,4.0,2.0,True,False,False,Female,45-60,,,West South Central
3290630470.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,False,Female,> 60,"$150,000+",Graduate degree,East South Central
3290630282.0,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3290628419.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290627850.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Male,45-60,"$100,000 - $149,999",Bachelor degree,Pacific
3290627681.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,3.0,1.0,2.0,False,,True,Male,45-60,"$100,000 - $149,999",Graduate degree,East North Central
3290626609.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3290625814.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290624447.0,True,True,True,True,True,False,True,True,4.0,5.0,2.0,6.0,3.0,1.0,True,False,True,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3290620991.0,True,True,True,True,True,True,True,True,6.0,2.0,3.0,5.0,4.0,1.0,False,,True,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3290617461.0,True,True,True,True,True,True,True,True,2.0,3.0,1.0,4.0,5.0,6.0,False,,True,Male,45-60,"$150,000+",Graduate degree,South Atlantic
3290611875.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,2.0,1.0,6.0,True,False,True,Male,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic
3290611716.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,False,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
3290602490.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290601892.0,True,True,True,True,True,True,True,True,6.0,4.0,3.0,5.0,2.0,1.0,False,,False,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,New England
3290601518.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$0 - $24,999",Graduate degree,East North Central
3290600680.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Female,45-60,"$150,000+",Bachelor degree,Middle Atlantic
3290600559.0,True,True,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,> 60,,High school degree,South Atlantic
3290600057.0,True,True,False,False,False,False,False,True,4.0,5.0,6.0,2.0,3.0,1.0,False,,True,Female,30-44,"$25,000 - $49,999",Graduate degree,West South Central
3290598307.0,True,False,True,True,False,False,True,True,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,East South Central
3290597099.0,True,True,True,True,True,True,True,True,6.0,5.0,2.0,3.0,1.0,4.0,True,True,False,Female,30-44,"$100,000 - $149,999",Bachelor degree,East North Central
3290593953.0,True,True,True,True,True,True,True,True,6.0,5.0,3.0,2.0,1.0,4.0,True,False,True,Male,30-44,"$50,000 - $99,999",Bachelor degree,Pacific
3290582716.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
3290572568.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Male,45-60,"$25,000 - $49,999",High school degree,South Atlantic
3290572073.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,True,False,True,Male,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3290569001.0,True,True,False,False,True,True,True,True,6.0,4.0,1.0,3.0,2.0,5.0,False,,True,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3290568339.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,3.0,1.0,2.0,False,,True,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific
3290565779.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,False,,False,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central
3290565768.0,True,True,True,True,True,True,True,True,6.0,5.0,3.0,1.0,4.0,2.0,True,True,False,Male,18-29,"$0 - $24,999",High school degree,New England
3290565487.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290561583.0,True,True,False,True,False,True,True,True,5.0,2.0,6.0,1.0,3.0,4.0,False,,True,Male,45-60,"$150,000+",Graduate degree,Pacific
3290561192.0,True,True,True,True,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
3290555153.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,18-29,"$150,000+",Bachelor degree,West South Central
3290553558.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290552963.0,True,False,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,False,,True,Male,18-29,"$50,000 - $99,999",Bachelor degree,New England
3290551809.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Male,30-44,"$150,000+",Bachelor degree,Pacific
3290547819.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$0 - $24,999",Bachelor degree,Middle Atlantic
3290544886.0,False,False,False,False,False,False,False,False,,,,,,,,,True,Female,> 60,"$150,000+",Bachelor degree,Pacific
3290544865.0,True,True,True,True,True,True,True,True,5.0,6.0,3.0,1.0,2.0,4.0,True,False,True,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3290544012.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290539653.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,True,False,True,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3290538433.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,30-44,"$25,000 - $49,999",Bachelor degree,New England
3290536294.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$100,000 - $149,999",High school degree,New England
3290532429.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,3.0,2.0,False,,False,Male,18-29,"$50,000 - $99,999",Graduate degree,Pacific
3290531735.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Male,45-60,"$50,000 - $99,999",Graduate degree,West South Central
3290526356.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,East North Central
3290525782.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
3290524413.0,True,False,False,False,False,False,True,True,4.0,2.0,3.0,5.0,6.0,1.0,False,,True,Male,30-44,"$0 - $24,999",Some college or Associate degree,East North Central
3290519884.0,True,True,True,False,False,True,True,True,6.0,4.0,5.0,3.0,2.0,1.0,True,True,True,Male,45-60,,Bachelor degree,Mountain
3290515688.0,True,True,True,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Female,45-60,,Graduate degree,Pacific
3290511533.0,True,False,True,True,True,True,True,True,3.0,1.0,2.0,6.0,5.0,4.0,True,False,True,Male,> 60,,Bachelor degree,South Atlantic
3290506830.0,True,True,True,True,True,True,True,True,6.0,3.0,5.0,2.0,4.0,1.0,False,,False,Female,30-44,,Graduate degree,Mountain
3290506333.0,True,False,True,False,False,False,True,True,6.0,1.0,2.0,3.0,4.0,5.0,False,,False,Female,45-60,,Bachelor degree,Pacific
3290505081.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,True,True,True,Female,18-29,"$0 - $24,999",Some college or Associate degree,South Atlantic
3290500457.0,True,True,True,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3290499954.0,True,False,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3290499953.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290496822.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,3.0,1.0,False,,False,Female,30-44,,Bachelor degree,West North Central
3290491807.0,True,True,True,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,,,,,
3290477551.0,True,True,True,True,True,False,True,True,6.0,1.0,5.0,2.0,4.0,3.0,False,,True,Male,> 60,,Some college or Associate degree,East North Central
3290475079.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$100,000 - $149,999",Bachelor degree,South Atlantic
3290474953.0,True,False,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Male,> 60,,Graduate degree,West South Central
3290471553.0,True,True,True,True,True,True,True,True,6.0,4.0,1.0,3.0,5.0,2.0,True,True,True,Male,45-60,"$0 - $24,999",Bachelor degree,New England
3290467062.0,True,True,True,True,False,True,True,True,5.0,4.0,6.0,1.0,2.0,3.0,False,,True,Male,30-44,"$0 - $24,999",Bachelor degree,New England
3290467000.0,True,False,False,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,False,,False,Female,45-60,"$50,000 - $99,999",Graduate degree,East North Central
3290464481.0,True,True,True,False,False,True,True,True,3.0,5.0,6.0,1.0,2.0,4.0,False,,True,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3290463350.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,"$100,000 - $149,999",High school degree,Pacific
3290461599.0,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,True,False,True,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3290461455.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290448644.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,> 60,"$50,000 - $99,999",Bachelor degree,Pacific
3290444421.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,True,False,True,Female,18-29,"$0 - $24,999",Bachelor degree,South Atlantic
3290439063.0,True,True,True,True,True,True,True,True,5.0,4.0,6.0,3.0,1.0,2.0,True,True,True,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3290437717.0,True,False,True,False,False,False,True,True,1.0,4.0,5.0,6.0,3.0,2.0,False,,False,Female,> 60,,Graduate degree,Pacific
3290432874.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290432121.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,,Some college or Associate degree,East North Central
3290428766.0,True,False,True,True,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,30-44,,Some college or Associate degree,Middle Atlantic
3290427764.0,True,True,True,True,True,True,True,True,2.0,4.0,5.0,6.0,3.0,1.0,True,True,True,Female,> 60,"$100,000 - $149,999",Some college or Associate degree,East South Central
3290426384.0,True,True,True,True,True,True,True,True,5.0,3.0,4.0,6.0,1.0,2.0,True,False,True,Male,45-60,"$100,000 - $149,999",Bachelor degree,East North Central
3290426289.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290423155.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Male,45-60,"$150,000+",Graduate degree,West South Central
3290421738.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,3.0,1.0,2.0,False,,False,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3290417966.0,True,True,True,False,False,False,True,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,True,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3290412412.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290411058.0,True,True,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,45-60,"$100,000 - $149,999",High school degree,East North Central
3290409431.0,True,False,True,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,> 60,"$25,000 - $49,999",High school degree,East North Central
3290409075.0,True,False,True,False,True,True,True,True,3.0,6.0,5.0,2.0,4.0,1.0,False,,False,Male,45-60,"$150,000+",Graduate degree,Middle Atlantic
3290407409.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,False,,False,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain
3290401956.0,True,True,True,True,True,True,True,True,4.0,3.0,6.0,5.0,1.0,2.0,True,False,True,Female,30-44,"$150,000+",Bachelor degree,Pacific
3290398978.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,,Graduate degree,South Atlantic
3290394872.0,True,True,True,True,True,True,True,True,5.0,3.0,6.0,4.0,1.0,2.0,False,,True,Female,30-44,"$50,000 - $99,999",Bachelor degree,East South Central
3290392454.0,True,True,True,True,True,True,True,True,2.0,5.0,6.0,3.0,1.0,4.0,True,True,True,Male,45-60,,Some college or Associate degree,Middle Atlantic
3290392264.0,True,False,True,True,True,True,True,True,1.0,5.0,2.0,6.0,3.0,4.0,True,False,True,Female,> 60,"$150,000+",Some college or Associate degree,South Atlantic
3290391985.0,True,True,False,False,False,False,True,True,4.0,5.0,6.0,3.0,2.0,1.0,False,,False,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3290386524.0,True,True,True,True,False,False,True,True,4.0,3.0,5.0,6.0,2.0,1.0,False,,True,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3290380140.0,True,False,False,False,False,False,False,False,2.0,3.0,4.0,5.0,1.0,6.0,False,,False,Male,> 60,"$25,000 - $49,999",Bachelor degree,East North Central
3290374523.0,True,True,True,True,True,False,True,True,3.0,1.0,2.0,4.0,5.0,6.0,True,True,True,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,New England
3290371734.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,,Some college or Associate degree,South Atlantic
3290371532.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290371101.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290365225.0,True,True,True,True,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,> 60,,Graduate degree,New England
3290364952.0,True,True,True,True,True,True,True,True,4.0,5.0,3.0,6.0,2.0,1.0,False,,False,Male,45-60,"$0 - $24,999",Some college or Associate degree,East North Central
3290359700.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$100,000 - $149,999",Some college or Associate degree,Pacific
3290358751.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$150,000+",Graduate degree,Middle Atlantic
3290350512.0,True,True,False,True,True,True,True,True,6.0,3.0,4.0,5.0,1.0,2.0,False,,True,Female,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3290347473.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,3.0,2.0,1.0,False,,True,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3290344571.0,True,True,True,True,True,True,True,True,4.0,6.0,3.0,2.0,1.0,5.0,True,True,True,Male,> 60,"$50,000 - $99,999",Bachelor degree,East North Central
3290343366.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,45-60,"$50,000 - $99,999",Graduate degree,New England
3290342169.0,True,False,True,False,False,False,False,True,1.0,5.0,3.0,4.0,6.0,2.0,False,,False,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,West North Central
3290342102.0,True,True,True,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,> 60,"$150,000+",Bachelor degree,West North Central
3290340804.0,True,True,True,False,False,False,True,False,1.0,3.0,4.0,5.0,2.0,6.0,False,,False,Male,> 60,"$50,000 - $99,999",High school degree,South Atlantic
3290337251.0,True,True,True,True,True,True,True,True,2.0,1.0,3.0,6.0,4.0,5.0,False,,True,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3290335343.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290329580.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,,,New England
3290328309.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,False,,False,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3290325811.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,True,True,True,Male,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
3290324518.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3290320007.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,3.0,1.0,2.0,True,False,True,Male,30-44,"$25,000 - $49,999",Bachelor degree,New England
3290318577.0,True,False,True,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
3290317691.0,True,True,True,True,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,True,True,True,Female,30-44,"$150,000+",Graduate degree,Pacific
3290316632.0,True,True,True,True,True,True,True,True,2.0,5.0,3.0,4.0,6.0,1.0,False,,True,Male,> 60,,High school degree,South Atlantic
3290316375.0,True,True,True,True,True,True,True,True,2.0,3.0,4.0,1.0,5.0,6.0,False,,True,Female,> 60,"$0 - $24,999",Some college or Associate degree,Pacific
3290315336.0,True,True,True,True,True,True,True,True,1.0,4.0,5.0,6.0,2.0,3.0,True,True,True,Female,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3290310304.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$0 - $24,999",High school degree,West South Central
3290309722.0,True,True,True,False,True,False,True,False,4.0,2.0,3.0,1.0,5.0,6.0,True,True,True,Female,> 60,"$100,000 - $149,999",Bachelor degree,Pacific
3290309711.0,True,True,True,True,True,True,True,True,6.0,5.0,2.0,1.0,4.0,3.0,False,,True,Male,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3290304610.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290297761.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3290296317.0,True,False,False,False,False,False,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,False,Female,45-60,"$100,000 - $149,999",Bachelor degree,West South Central
3290295809.0,True,False,False,False,False,True,True,True,6.0,4.0,5.0,3.0,1.0,2.0,False,,False,Male,45-60,,Graduate degree,East North Central
3290294922.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$100,000 - $149,999",Graduate degree,East North Central
3290294142.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290292697.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,True,False,True,Female,45-60,"$150,000+",Bachelor degree,Mountain
3290289176.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290287101.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",High school degree,South Atlantic
3290283817.0,True,True,True,True,True,True,True,True,4.0,2.0,3.0,6.0,5.0,1.0,True,False,True,Female,> 60,,High school degree,Pacific
3290283139.0,True,True,True,True,True,True,True,True,1.0,5.0,6.0,3.0,2.0,4.0,True,True,True,Female,> 60,"$50,000 - $99,999",High school degree,East North Central
3290280642.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$0 - $24,999",Graduate degree,West South Central
3290279732.0,True,False,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,False,Male,30-44,"$50,000 - $99,999",High school degree,Middle Atlantic
3290269777.0,True,False,True,True,True,True,True,True,5.0,3.0,6.0,4.0,1.0,2.0,True,False,False,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain
3290268027.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,,Bachelor degree,East North Central
3290266084.0,True,True,True,True,True,True,True,True,2.0,3.0,6.0,1.0,4.0,5.0,False,,True,Male,> 60,,Graduate degree,West South Central
3290262568.0,True,False,True,True,True,True,True,True,1.0,4.0,5.0,6.0,2.0,3.0,False,,False,Male,45-60,"$25,000 - $49,999",Graduate degree,East North Central
3290257673.0,True,False,True,True,True,True,True,True,3.0,4.0,6.0,5.0,1.0,2.0,False,,False,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3290249464.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3290248279.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$100,000 - $149,999",Graduate degree,West South Central
3290248167.0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290229579.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,False,Female,> 60,,Some college or Associate degree,Pacific
3290227264.0,True,True,True,True,True,True,True,True,5.0,3.0,6.0,4.0,1.0,2.0,False,,True,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
